name,carac,coef,term_col,deg
PWY0.1241..ADP.L.glycero..beta..D.manno.heptose.biosynthesis,pathway,-0.367053200883679,term,99
PWY0.1261..anhydromuropeptides.recycling.I,pathway,-0.367053200883679,term,127
PWY0.1277..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation,pathway,-2.94825452469771,term,128
PWY0.1337..oleate..beta..oxidation,pathway,-2.25528578595063,term,83
PWY0.1338..polymyxin.resistance,pathway,-1.73816720626254,term,120
PWY0.1415..superpathway.of.heme.b.biosynthesis.from.uroporphyrinogen.III,pathway,-0.367053200883679,term,160
PWY0.1479..tRNA.processing,pathway,-0.367053200883679,term,109
PWY0.1533..methylphosphonate.degradation.I,pathway,2.70477999256641,preterm,59
PWY0.166..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis..E..coli.,pathway,-1.19147315575512,term,117
PWY0.301..L.ascorbate.degradation.I..bacterial..anaerobic.,pathway,-0.326889283488108,term,142
PWY0.41..allantoin.degradation.IV..anaerobic.,pathway,2.24496573311269,preterm,107
PWY0.42..2.methylcitrate.cycle.I,pathway,0.00885120640101637,preterm,126
PWY0.461..L.lysine.degradation.I,pathway,2.42068031670589,preterm,60
PWY0.781..aspartate.superpathway,pathway,-0.526838269597142,term,59
PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage,pathway,-1.7374635955838,term,143
PWY0.881..superpathway.of.fatty.acid.biosynthesis.I..E..coli.,pathway,1.64552430231662,preterm,33
PWY1G.0..mycothiol.biosynthesis,pathway,-0.288318117758782,term,25
PWY1ZNC.1..assimilatory.sulfate.reduction.IV,pathway,-0.52063651298762,term,135
PWY3O.4107..NAD.salvage.pathway.V..PNC.V.cycle.,pathway,1.74155049261293,preterm,58
PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic.,pathway,-0.367053200883679,term,143
PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic.,pathway,-0.367053200883679,term,143
PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii.,pathway,-0.52063651298762,term,118
PWY5F9.12..biphenyl.degradation,pathway,-1.36322638429782,term,37
PWY66.391..fatty.acid..beta..oxidation.VI..mammalian.peroxisome.,pathway,-1.32766595910044,term,34
PWY66.399..gluconeogenesis.III,pathway,0.92876758141587,preterm,26
PWY66.430..myristate.biosynthesis..mitochondria.,pathway,-1.21869436424186,term,67
PYRIDNUCSAL.PWY..NAD.salvage.pathway.I..PNC.VI.cycle.,pathway,1.42592989575739,preterm,41
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate.,pathway,-0.52063651298762,term,40
PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I,pathway,-1.7374635955838,term,151
REDCITCYC..TCA.cycle.VI..Helicobacter.,pathway,0.120927719517501,preterm,75
RUMP.PWY..formaldehyde.oxidation.I,pathway,-0.494265190360225,term,108
Raoultella_ornithinolytica.t__SGB10124,species,1.04272923585256,preterm,3
Rothia_mucilaginosa.t__SGB16971_group,species,1.31663949127416,preterm,33
SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II,pathway,0.386223053036831,preterm,120
Staphylococcus_aureus.t__SGB7852,species,-1.19372874503233,term,26
Staphylococcus_epidermidis.t__SGB7865,species,0.167379330632498,preterm,41
Staphylococcus_hominis.t__SGB7858,species,0.862439160942893,preterm,10
Streptococcus_parasanguinis.t__SGB8071,species,1.72894398124513,preterm,7
Streptococcus_salivarius.t__SGB8007_group,species,0.968735528731807,preterm,47
Streptococcus_vestibularis.t__SGB8003,species,0.072758566486537,preterm,10
TCA..TCA.cycle.I..prokaryotic.,pathway,-0.920310299240051,term,130
TCA.GLYOX.BYPASS..superpathway.of.glyoxylate.bypass.and.TCA,pathway,-1.74636534231229,term,139
THISYN.PWY..superpathway.of.thiamine.diphosphate.biosynthesis.I,pathway,-0.791090281222513,term,86
THISYNARA.PWY..superpathway.of.thiamine.diphosphate.biosynthesis.III..eukaryotes.,pathway,0.279445364964425,preterm,143
THREOCAT.PWY..superpathway.of.L.threonine.metabolism,pathway,-0.729854321055632,term,57
UBISYN.PWY..superpathway.of.ubiquinol.8.biosynthesis..early.decarboxylation.,pathway,2.18226722687984,preterm,86
UDPNACETYLGALSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.II,pathway,1.74285381250522,preterm,1
URDEGR.PWY..superpathway.of.allantoin.degradation.in.plants,pathway,2.05365637194071,preterm,53
URSIN.PWY..ureide.biosynthesis,pathway,-0.728842372454011,term,5
Veillonella_atypica.t__SGB6936,species,0.598522977334549,preterm,3
Veillonella_dispar.t__SGB6952,species,0.790210054223202,preterm,11
Veillonella_parvula.t__SGB6939,species,0.760632880488848,preterm,9
X3.HYDROXYPHENYLACETATE.DEGRADATION.PWY..4.hydroxyphenylacetate.degradation,pathway,-3.19605587414101,term,88
acetate,SCFA,0.835682088646528,preterm,6
